"State","Year","Overdose_Rate","heroin_rate","other_rate"
"Alabama",2020,12.7805732036285,10.4642213034478,2.98687481865403
"Alabama",2019,8.70862510796554,6.15926178596157,3.10002579955682
"Alabama",2018,8.01985158773626,5.33974812346725,2.90515032004732
"Alabama",2017,8.90302614679285,5.8669711474257,3.38479104659175
"Alabama",2016,7.21732157177225,4.95548290255588,2.28240083893652
"Alabama",2015,6.00949294080094,3.56041876287179,2.30501099099214
"Alabama",2014,5.81517997054055,3.34063530222542,2.22709020148361
"Alabama",2013,3.62039852519446,1.44815941007778,1.75847928366588
"Alabama",2012,3.62918219178963,1.09912374951343,1.67979290019977
"Alabama",2011,3.74786059624298,0.72875067149169,2.20707346223198
"Alabama",2010,4.05880157397814,0.920552934304321,2.0503224445869
"Alabama",2009,4.41367668094876,0.903752844194271,2.08073329244727
"Alabama",2008,4.13292679463338,0.529862409568382,1.78033769614977
"Alabama",2007,3.68084505354346,0.535006548480153,1.62641990737967
"Alabama",2006,2.89480557384012,0.583281720102113,1.25297554688602
"Alabama",2005,1.81627005966338,0.284476033441252,0.656483154095197
"Alabama",2004,2.03057830207898,0.286929542685073,1.01528915103949
"Alabama",2003,1.19906978830423,0.266230189618825,0.621739890231822
"Alabama",2002,1.67407388558576,0.245530836552577,0.848197435363449
"Alabama",2001,1.4996752195905,0.268928086082275,0.738646003678905
